posting_id,sentence
train_1432463213,glow maker set ( ampoule 100ml dan toner 400ml )
train_595175079,master kids spray cologne transformers 100ml
train_3354986359,celana panjang baggy jeans wanita kancing depan premium daily use
train_3858950552,huki nipple dot silicone reguler / dot nipple silikon huki reguler (satuan)
train_590231388,sepatu sneakers kelasik grade ori-
train_157598688,charger vivan power super fast charging dual port usb (qc3.0) & type-c (pd) 3a 18w garansi 1 tahun
train_1879840264,sendok makan stainless polos isi 12 pcs
train_2706016686,sejarah dunia yang disembunyikan (hard cover) by jonathan black
train_4034650968,promo cuci gudang jam tangan pria analog skmei 9070 blue dail stainles water resist 30m best seller
train_2873900178,iluv vyneer case for iphone xs max black
train_2118725934,perjamuan khong guan
train_3349737488,panci elektrik steamer pengukus q2 8518
train_3289613561,skin aqua uv moisture gel spf 30 pa++  40g
train_3809416075,(1 kg muat 2pcs) btm11924 handbag / tas fashion wanita batam import
train_30908928,zgm1924 [g1] free gantungan tas import ukuran 20 x 18 berat 0.5 kg (sekilo muat 2 tas)
train_1909289475,"b""mom's baby selimut bayi baby blanket othello series - mbb5010"""
train_1601395199,"db gamis ghania(c2) babyterry halus & kantong kiri, kanan"
train_2293797750,alimama medan - kain lap kanebo - kain lap serba guna - alat pembersih mobil - handuk kain serbaguna
train_127506011,aigootan medan - kain lap kanebo - kain serbaguna - alat pembersih mobil - handuk kain serba guna
train_3002862391,kipas genggam / kipas portable / kipas tangan lipat / handfan
train_226112794,karet rambut wanita model korea f224
train_2465520267,osm - h594 cover alas kulkas multifungsi dan anti debu / gantungan di kulkas / penutup lemari es
train_902012491,pakaian olahraga wanita sport bra yoga wanita tanpa kawat murah produk import
train_759881158,perlak travel pangku ompol bayi 35 x 40 cm
train_2735314214,cover sarung jok sadel sepeda bike 3d silicone gel empuk lembut nyaman
train_671581744,ventela -public low cut - navy
train_2724232300,lampu depan sepeda 5 led model super terang
train_2909843111,cream siang farma wdc (whitening day cream) /cream siang spf 30
train_3987413646,kursi pompa kelinci sofa tiup tempat duduk bayi infant seat kp05 - honeyboo
train_3009849463,scarlett hand sanitizer
train_3382674806,antenna tv booster outdoor digital toyosaki aio-220 full hd
train_3645123152,kopi bubuk cap liong bulan / tanpa gula // 200 gr
train_1673660532,[miniboss] gluta collagen soap beautetox
train_1438541148,sobaso tepung adonan bakso 250 gr
train_3838707458,new!! tas kitty mika bubys of london
train_2518862130,nivea visage sparkling white facial foam 100 ml
train_647111685,filter avur sink strainer saringan air kotor / water tank anti kotoran
train_3228711259,saringan wastafel bintang penutup lubang saluran air dapur
train_2541462564,"masker naturgo hanasui bpom / naturgo hanasui /naturgo bpom [ ini harga per box yah, 1box=10pc]"
train_2724041072,breylee blackhead pencabut komedo mask step 1
train_468451127,tas waistbag pria tas selempang original distro
train_675983017,[ready free jaring]gluta collagen soap by beautetox sabun whitening  chocowhite whitemilky
train_2054269794,nutrilon royal 4 vanila 400 gram
train_241204929,minyak kemiri premium al qodry | penumbuh rambut al kodry | penghitam rambut
train_2957438881,\xe2\x9d\xa4\xef\xb8\x8fcod\xe2\x9d\xa4\xef\xb8\x8f 10pcs double-side adhesive tips transparent false nails tool nail glue tool
train_919428912,m l xl xxl {cod} koko kurta original agam pakistan jahitan tailor halus al khalis
train_13672904,headset handsfree philips handset hf magnet at-036 bass original
train_3702354104,mitochiba magic chopper 6in1 ch200 / blender ice crusher mito ch 200
train_3115308262,kaos kaki coral velvet plush hangat bayi laki-laki / perempuan untuk musim dingin
train_2629018026,kaos kaki dengan bahan coral velvet dan gambar kartun untuk laki-laki / perempuan
train_2193000950,tape roll + dispenser biru for eyelash extention / isolasi bulumata sambung
train_458626317,hello panda dip dip choc 20 gr
train_1258500296,color pen joyko 12 warna clp-04 (pena warna) joyko clp-04 set 12 / joyko washable dapat di hapus
train_285141857,[ eb ] gap gpt mix tee crewneck t-shirt kaos wanita lengan pendek
train_2141964660,madu murni manis multiflora harmoni pure honey 500 gr asli original 100% original
train_18130084,pashmina turkish heavy chiffon wmd (part 1)
train_3221912816,kabel data samsung type c original fast charging
train_4287026954,trk baju muslim kurta kaos polos pria
train_2884695138,nestl\xc3\xa9 datita 3+ rasa vanilla 3-5 tahun 900 gr
train_3568230105,(fi)mainan bel tempat tidur bel tangan bentuk hewan lucu untuk bayi
train_4072300740,boneka lucu model hewan lucu
train_2259883032,mukena bali anak hellokitty
train_670639699,fygaleryjakarta -  pot tanaman bunga dekorasi rumah tanaman hias plastik murah import
train_378997795,lucu unicorn pink leopard pensil transparan bag pouch tas kosmetik tempat
train_1366857424,tao kae noi hi tempura original 25 gr
train_3077324247,fitmee mie instan shirataki  halal / fitmee shirataki / mie shirataki instan / fitmee carbonara
train_662295241,jarum sim lock tray injector eject holder iphone xiaomi oppo samsung
train_123960860,( bisa cod ) triangle stand hanger / rak baju/ rak buku / gantungan berdiri
train_1166150534,wardah refill instaperfect mineralight matte bb cushion 15 g
train_2454293055,b2y pisau buah motif + sarung ( pisau apel pear)
train_2053589180,sepatu adidas ax2 sport putih hitam sepatu pria running volly olahraga outdoor size 39-43
train_2204550718,kipas angin mini portable / mini fan usb / kipas angin usb
train_1638450832,lem stik joyko gs 100 / lem kertas murah joyko
train_1270534859,termurah mie gemez enaak satuan mie gemes enak 18 gram  cemilan enak
train_3521334414,apple airpods pro
train_3328914104,kemben sorex panjang polos 2919
train_4265417650,tempered glass anti spy privacy iphone 6/6s/6+/6s+/7/7+/8/8+/x/xr/xs/xs max/11/11 pro/11 pro max
train_3910854934,obeng set multi 31 in 1 screwdriver handphone elektronik hp laptop
train_3656090860,shopee lakban (1 pcs)
train_523434566,pulpen kacamata helokitty unik 2 pcs jchkp02m89858
train_83767725,gendongan samping okiyo dengan tempat botol susu
train_789333295,emina sebum fighter loose powder 8 g
train_2997111901,neogen bio peel gauze peeling [sachet]
train_1027114293,nfs 451 pop socket hp 3d karakter cartoon /pop socket 3d/pop socket aksesoris hp
train_1162894992,gulus gula halus 500gr
train_373224631,grosir daster midi solo termurah
train_2935723182,totole kaldu jamur 80 gram
train_1564616217,yang lagi hits celana chino pria army loreng ufc venum mma pantai celana 506ee celana / terlaris
train_4334718,skin care cream gb glow /clb glow viral new kemasan terbaru original gransi
train_3710890942,celana cargo pendek thrasher pants
train_2815913867,tumbrl tee longsleeve girl boss lengan panjang | pakaian wanita murah
train_1722483624,silicone nipple pigeon  size l
train_2953105686,"daster lowo "" daster jumbo"" daster murah"" daster hamil"" daster kaos"" daster hamil"" daster bali"
train_1987440511,[bpom] nacific daily / crush mood lip cream 4.5g
train_1792753322,pisau apel / pisau buah
train_3500654464,topi polar balaclava kupluk ninja
train_956584173,pixy waterproof mascara blue
train_1344878739,nowhere pinkishdelight bonus 3 pin-up 3 photocard dan poster nct
train_3812258243,helm anak figur kartun murah harga grosir beragam karakter
train_3854694423,"paket lunox beauty brighteting membantu menangani flek, kusam, jerawat ikhtiar menuju glowing"
train_3798720994,minyak telon nyonya meneer kemasan baru minyak jmk isi 100 ml
train_3725310713,kleveru sunflower seed face oil - serum acne / glowing white smooth
train_3712381717,[skin1004] madagascar centella ampoule 100ml
train_3084633116,baking powder koepoe kupu baking mix
train_3967525139,charger aki motor mobil 12 v 6a otomatisotomatis
train_919361466,celana dalam sorex super soft art 1239 m l xl xxl
train_1998139985,24pc false nail art tips matte nude coffin ballerina drop shaped press on fake full cover fingernail
train_2078523022,kotak sepatu lipat / box sepatu lipat / kotak sepatu transparan murah - mixed warna
train_2383415605,notebook desain planet kreatif untuk kantor
train_472528597,telkomsel 6.5gb malang
train_3465048930,citra hand and body lotion sun protected white spf 20 230ml
train_2206112655,kain lap microfiber
train_2848840315,chiayo homemade muesli 300gr
train_4159299766,kaos anak karakter cute girl ii pink  1 - 10 thn
train_3711036384,celana olahraga pria bahan diadora premium pendek training pendek casual lari bola futsal santai
train_158293110,grosir - h263 tirai love / tirai pintu dan jendela benang motif love
train_3936157310,promo !! jilbab cutemoslem shafeeya-xs
train_2878026949,bpom - hotin cream tube 120ml & 60ml / hot in krim pegal nyeri otot / sye mart
train_95102453,masker non medis sritex
train_486704146,pinset lurus aquascape
train_3000106323,gmp gula pasir curah 1kg
train_4283625477,soft case samsung a10 a20 a30 a30s a40 a50 a50s a60 a70 a80 a90 case liquid silicone casing
train_3515427645,sabun kertas / kertas sabun / paper soap portable new
train_1143189221,wan tong(wantong) serbuk original 100%
train_3860521805,iphone 11 pro max x xs 6 6s 7 8 plus xr se 2020 9 colors upgrated 2nd skin feel candy color soft bumper hard case full matte cover lc
train_2730244836,rose all day cosmetics the realest lightweight compact powder - light / medium
train_1714666943,"timbangan digital akurasi 0,1 gram"
train_4049988554,pixy uv whitening stay last serum foundation
train_4059237243,best seller !! apple quran / apple learning quran 6 tombol / mainan edukasi
train_3395349010,hijab khimar naura simpel tali instan bahan wolfis
train_2324379594,topi baby dengan face shield / topi bayi anti corona
train_2414694095,6 bedong bayi jumbo besar baby leon rainbow bedong selimut gurita popok bayi kaos polos murah instan
train_1961967337,daster manohara bali panjang motif etnik
train_1991934310,vaseline superfood skin serum cranberry 200ml
train_1108336334,minyak zippo + batu zippo
train_1870118961,ecolink led 6 watt lampu bohlam cool day light (putih)
train_1321883782,jas hujan plastik hua cai ponco huacai disposable rain coat jas hujan
train_2546415228,tony moly delight lip tint
train_370242186,bendera segitiga merah putih / bendera umbul umbul karnaval hut ri kain / bendera kain agustus
train_1162221285,canon tinta cartridge 811 xl *termurah* original 100%
train_1744357725,beras premium slyp super eunak 4kg kemasan vacum (harga het + ongkir)
train_3455174146,fisher price busy activity walker - mainan belajar jalan anak bayi
train_1718111903,rohto dry fresh 7 ml
train_2204854715,sweety s64/ m58/ l52/ xl42/ xxl34 bronze pants jumbo murah
train_4003567154,kain hijab headloop
train_4209407016,shampo kucing anjing anti jamur dan kutu  kill bact flea & tick sulfur 250ml
train_4290916112,marcks bedak beauty powder 40gr by kimia farma original bpom
train_3378630193,cedea crab stick 250gr
train_1634879265,best seller pusat grosir mukena dewasa terusan  pradarisa
train_3687084875,jual mukena terusan pradarisa dewasa
train_2954346820,kacamata taffsport bollfo & mask motor retro trail cross - paintball airsoft gun mask
train_248818742,nyam nyam fantasy stick choco / chocoberry / choco rainbow / strawberry / blueberry
train_4038738489,brasov nail polish kutek kitek 8ml
train_944302560,korek kuping besi stainless steel anti karat (5 set)
train_2095066661,soti\xc2\xae special batch antiseptic spray 100ml
train_759982759,benih biji bidara arab sidr (sudah kupas / tanpa batok)
train_1911029025,mukena bali murah promo sakura jepang
train_4030416043,sandal sgc gesture love you
train_3608003469,vacuum cleaner / alat penyedot debu / alat bersih bersih / robotic es 28 smart sensor / impiantoko
train_4050206063,jahe merah super amh 1 renceng 12 sachet
train_2391161451,strip autocheck cholesterol / strip kolesterol - isi 10 strip
train_2387753807,[5 set] kaos kaki bayi / kaos kaki anak 0-12 bulan
train_602423927,ring light selfie led ( putih ) / lampu selfie bulat / ring selfie
train_2231498489,share natural pacific nacific fresh herb origin serum toner phyto niacin whitening essence toner \xe2\x9d\xa4
train_2586760624,kabel data micro 1m fast charging v-gen vcb-15
train_3912394235,cod /pot tanaman  bunga hias bunga dekorasi ruangan bunga plastik hias p2040
train_1416662974,afi - ec - longsleeve how you like
train_3684396189,best seller! mamabear asi booster tea / teh penambah atau pelancar asi mama bear
train_3318524762,body serum
train_518067135,magic suction cup mobile phone bracket holder gurita holder cumi
train_1153365541,timbangan gantung mini 10kg frt body besi
train_4258670803,gluta collagen soap
train_3517510767,serbet rahayu warna
train_3544995555,button set ( setelan baju bayi )
train_720716255,"desain foto mozaik + cetak papan mdf 20x30cm kado wisuda, ulang tahun, hiasan pajangan dinding"
train_2722256462,"b""johnson's active kids bath clean & fresh 200ml"""
train_1903888801,chiumien special pearl cream
train_2922686139,"desain foto + cetak papan mdf 20x20cm kado wisuda, ulang tahun, hiasan pajangan dinding"
train_2311158854,laris49 mesin jahit mini portable gt-202 ada lampu fhsm 202 led  s2 adaptor dan pedal - mjt
train_1225784982,(50gr = 1 pax isi 100 pcs) stiker bintang hiasan dinding menyala dalam gelap glow in the dark star
train_4240095430,lada hitam bubuk koepoe koepoe 83gr
train_3546083498,soklin liquid harga 1 sachet (ready) -pengiriman random-
train_2249177924,my bottle busa (1 kg muat 12 pcs) / bening full warna
train_2995914375,sepatu roda anak lengkap deker dan baud bajaj
train_1142086820,pembersih telinga korek kuping ear wax picker 1 set 7 pcs stainless steel
train_457446751,nu amoorea beauty plus bar stemcell 15 gram dijamin ori
train_1665453877,"hand grip foam fitness untuk memperkuat tangan original speeds 011-05 isi 2 pcs,6bag=1.3kg"
train_2296946515,serum hanasui gold botol kaca ori
train_2517149652,pop socket polos stand hp / holder hp
train_1643051237,isha natural pillow mist 100 ml
train_2300977928,handsfree ori 99 s8 samsung akg suara mantap l headset samsung s8
